,Survey,Year,Quarter,YearQuarter,DateTime,ShootLat,ShootLong,LngtClass_cm,CPUE_number_per_hour,Biomass_kg,Maturity
40,NS-IBTS,1977,1,1,26-02-1977 09:45:00 AM,59.2667,-0.4333,0.0,0.0,0.0,0
41,NS-IBTS,1977,1,1,26-02-1977 12:40:00 PM,59.2333,-1.3333,0.0,0.0,0.0,0
42,NS-IBTS,1977,1,1,26-02-1977 04:22:00 PM,59.0667,-2.0333,0.0,0.0,0.0,0
43,NS-IBTS,1977,1,1,27-02-1977 05:20:00 AM,59.4167,-3.8333,0.0,0.0,0.0,0
44,NS-IBTS,1977,1,1,27-02-1977 02:35:00 PM,59.7667,-2.6667,0.0,0.0,0.0,0
45,NS-IBTS,1977,1,1,27-02-1977 05:35:00 PM,59.7667,-1.9167,0.0,0.0,0.0,0
46,NS-IBTS,1977,1,1,01-03-1977 02:52:00 PM,60.2833,0.35,0.0,0.0,0.0,0
47,NS-IBTS,1977,1,1,01-03-1977 06:40:00 PM,60.3667,1.25,0.0,0.0,0.0,0
48,NS-IBTS,1977,1,1,02-03-1977 05:25:00 AM,60.6667,1.1,0.0,0.0,0.0,0
49,NS-IBTS,1977,1,1,03-03-1977 08:00:00 AM,60.75,0.7333,13.0,2.0,0.03285163973226016,0
50,NS-IBTS,1977,1,1,03-03-1977 12:43:00 PM,61.2333,0.8333,0.0,0.0,0.0,0
51,NS-IBTS,1977,1,1,03-03-1977 04:37:00 PM,61.3667,1.2833,12.0,30.0,0.40051100635194037,0
52,NS-IBTS,1977,1,1,03-03-1977 09:55:00 PM,61.2333,2.1333,0.0,0.0,0.0,0
209,NS-IBTS,1978,1,2,30-01-1978 06:30:00 PM,52.8,4.1833,0.0,0.0,0.0,0
210,NS-IBTS,1978,1,2,31-01-1978 07:40:00 AM,54.2833,1.45,0.0,0.0,0.0,0
211,NS-IBTS,1978,1,2,31-01-1978 10:37:00 AM,54.6333,1.1833,0.0,0.0,0.0,0
212,NS-IBTS,1978,1,2,31-01-1978 01:45:00 PM,54.7333,0.4333,0.0,0.0,0.0,0
213,NS-IBTS,1978,1,2,31-01-1978 05:05:00 PM,54.7,-0.5,0.0,0.0,0.0,0
214,NS-IBTS,1978,1,2,01-02-1978 07:35:00 AM,55.7833,-1.45,0.0,0.0,0.0,0
215,NS-IBTS,1978,1,2,01-02-1978 10:25:00 AM,55.8333,-0.7667,0.0,0.0,0.0,0
216,NS-IBTS,1978,1,2,01-02-1978 02:35:00 PM,55.7333,0.25,0.0,0.0,0.0,0
217,NS-IBTS,1978,1,2,02-02-1978 07:27:00 AM,54.2333,0.5,0.0,0.0,0.0,0
218,NS-IBTS,1978,1,2,02-02-1978 10:10:00 AM,53.8667,0.7333,0.0,0.0,0.0,0
219,NS-IBTS,1978,1,2,02-02-1978 01:15:00 PM,53.8,1.5,0.0,0.0,0.0,0
220,NS-IBTS,1978,1,2,02-02-1978 04:20:00 PM,53.2833,1.4833,0.0,0.0,0.0,0
221,NS-IBTS,1978,1,2,03-02-1978 07:20:00 AM,52.55,4.2,0.0,0.0,0.0,0
157,NS-IBTS,1978,1,2,05-02-1978 10:24:00 AM,52.4833,3.75,0.0,0.0,0.0,0
158,NS-IBTS,1978,1,2,05-02-1978 01:33:00 PM,52.7167,3.3833,0.0,0.0,0.0,0
159,NS-IBTS,1978,1,2,05-02-1978 04:35:00 PM,52.65,2.9167,0.0,0.0,0.0,0
160,NS-IBTS,1978,1,2,06-02-1978 06:11:00 AM,52.4333,4.1667,0.0,0.0,0.0,0
161,NS-IBTS,1978,1,2,06-02-1978 08:27:00 AM,52.6,4.2667,0.0,0.0,0.0,0
162,NS-IBTS,1978,1,2,06-02-1978 12:35:00 PM,53.0667,4.2,0.0,0.0,0.0,0
163,NS-IBTS,1978,1,2,06-02-1978 01:51:00 PM,53.15,4.2833,0.0,0.0,0.0,0
164,NS-IBTS,1978,1,2,06-02-1978 03:23:00 PM,53.2833,4.2833,0.0,0.0,0.0,0
165,NS-IBTS,1978,1,2,07-02-1978 07:02:00 AM,53.95,5.55,0.0,0.0,0.0,0
166,NS-IBTS,1978,1,2,07-02-1978 08:45:00 AM,53.9333,5.3167,0.0,0.0,0.0,0
167,NS-IBTS,1978,1,2,07-02-1978 10:12:00 AM,53.9667,5.1333,0.0,0.0,0.0,0
168,NS-IBTS,1978,1,2,07-02-1978 12:34:00 PM,53.9,4.65,0.0,0.0,0.0,0
169,NS-IBTS,1978,1,2,07-02-1978 02:19:00 PM,53.8,4.5167,0.0,0.0,0.0,0
170,NS-IBTS,1978,1,2,07-02-1978 04:02:00 PM,53.95,4.4667,0.0,0.0,0.0,0
171,NS-IBTS,1978,1,2,08-02-1978 07:16:00 AM,53.8667,7.1333,0.0,0.0,0.0,0
172,NS-IBTS,1978,1,2,08-02-1978 08:54:00 AM,53.85,6.9333,0.0,0.0,0.0,0
104,NS-IBTS,1978,1,2,08-02-1978 09:20:00 AM,60.8667,0.2667,0.0,0.0,0.0,0
173,NS-IBTS,1978,1,2,08-02-1978 10:25:00 AM,53.85,6.7333,0.0,0.0,0.0,0
174,NS-IBTS,1978,1,2,08-02-1978 12:40:00 PM,53.7833,6.2833,0.0,0.0,0.0,0
105,NS-IBTS,1978,1,2,08-02-1978 01:05:00 PM,61.2,0.6,0.0,0.0,0.0,0
175,NS-IBTS,1978,1,2,08-02-1978 02:30:00 PM,53.7333,5.95,0.0,0.0,0.0,0
106,NS-IBTS,1978,1,2,08-02-1978 04:16:00 PM,61.2667,1.1333,0.0,0.0,0.0,0
176,NS-IBTS,1978,1,2,08-02-1978 04:23:00 PM,53.6667,5.6333,0.0,0.0,0.0,0
177,NS-IBTS,1978,1,2,09-02-1978 07:25:00 AM,54.25,8.0833,0.0,0.0,0.0,0
107,NS-IBTS,1978,1,2,09-02-1978 08:00:00 AM,60.75,1.3333,0.0,0.0,0.0,0
178,NS-IBTS,1978,1,2,09-02-1978 08:47:00 AM,54.35,8.0833,0.0,0.0,0.0,0
179,NS-IBTS,1978,1,2,09-02-1978 10:08:00 AM,54.4333,8.0667,0.0,0.0,0.0,0
180,NS-IBTS,1978,1,2,09-02-1978 12:47:00 PM,54.5833,8.0667,0.0,0.0,0.0,0
181,NS-IBTS,1978,1,2,09-02-1978 02:57:00 PM,54.55,7.85,0.0,0.0,0.0,0
108,NS-IBTS,1978,1,2,09-02-1978 06:25:00 PM,60.3333,0.6333,0.0,0.0,0.0,0
109,NS-IBTS,1978,1,2,11-02-1978 07:33:00 AM,60.3333,2.1833,0.0,0.0,0.0,0
110,NS-IBTS,1978,1,2,11-02-1978 10:40:00 AM,60.65,2.3,0.0,0.0,0.0,0
111,NS-IBTS,1978,1,2,11-02-1978 03:07:00 PM,61.1833,2.3,0.0,0.0,0.0,0
112,NS-IBTS,1978,1,2,12-02-1978 09:03:00 AM,59.75,2.5,0.0,0.0,0.0,0
113,NS-IBTS,1978,1,2,12-02-1978 11:30:00 AM,59.4167,2.1833,0.0,0.0,0.0,0
114,NS-IBTS,1978,1,2,12-02-1978 03:15:00 PM,59.1833,1.6667,0.0,0.0,0.0,0
182,NS-IBTS,1978,1,2,13-02-1978 07:01:00 AM,56.3333,5.3167,0.0,0.0,0.0,0
115,NS-IBTS,1978,1,2,13-02-1978 07:36:00 AM,59.35,0.3833,0.0,0.0,0.0,0
183,NS-IBTS,1978,1,2,13-02-1978 10:00:00 AM,56.5667,5.3167,0.0,0.0,0.0,0
116,NS-IBTS,1978,1,2,13-02-1978 11:37:00 AM,59.65,0.6667,0.0,0.0,0.0,0
184,NS-IBTS,1978,1,2,13-02-1978 01:30:00 PM,56.4833,4.8333,0.0,0.0,0.0,0
185,NS-IBTS,1978,1,2,13-02-1978 03:58:00 PM,56.6167,4.7,0.0,0.0,0.0,0
117,NS-IBTS,1978,1,2,13-02-1978 04:11:00 PM,59.6667,1.4,0.0,0.0,0.0,0
186,NS-IBTS,1978,1,2,14-02-1978 06:27:00 AM,57.2833,5.05,0.0,0.0,0.0,0
187,NS-IBTS,1978,1,2,14-02-1978 01:04:00 PM,57.3167,4.6833,0.0,0.0,0.0,0
188,NS-IBTS,1978,1,2,15-02-1978 06:48:00 AM,58.2333,1.5,0.0,0.0,0.0,0
189,NS-IBTS,1978,1,2,15-02-1978 10:27:00 AM,58.6833,1.4667,0.0,0.0,0.0,0
190,NS-IBTS,1978,1,2,15-02-1978 02:29:00 PM,58.7333,0.45,0.0,0.0,0.0,0
191,NS-IBTS,1978,1,2,15-02-1978 07:18:00 PM,58.1167,0.5,0.0,0.0,0.0,0
192,NS-IBTS,1978,1,2,16-02-1978 06:35:00 AM,57.7167,0.5167,0.0,0.0,0.0,0
193,NS-IBTS,1978,1,2,16-02-1978 09:20:00 AM,57.8167,1.1,0.0,0.0,0.0,0
194,NS-IBTS,1978,1,2,16-02-1978 01:30:00 PM,57.3667,1.3667,0.0,0.0,0.0,0
195,NS-IBTS,1978,1,2,16-02-1978 04:52:00 PM,57.3833,0.7,0.0,0.0,0.0,0
222,NS-IBTS,1978,1,2,16-02-1978 07:45:00 PM,57.2333,5.1,18.0,2.0,0.07631318106812097,1
223,NS-IBTS,1978,1,2,17-02-1978 06:20:00 AM,57.75,1.4667,0.0,0.0,0.0,0
224,NS-IBTS,1978,1,2,17-02-1978 10:02:00 AM,57.75,0.5167,0.0,0.0,0.0,0
118,NS-IBTS,1978,1,2,17-02-1978 10:07:00 AM,59.25,3.3,0.0,0.0,0.0,0
119,NS-IBTS,1978,1,2,17-02-1978 01:45:00 PM,58.8833,3.1667,0.0,0.0,0.0,0
120,NS-IBTS,1978,1,2,17-02-1978 04:55:00 PM,58.7667,2.6833,0.0,0.0,0.0,0
196,NS-IBTS,1978,1,2,19-02-1978 06:45:00 AM,57.3333,2.85,0.0,0.0,0.0,0
197,NS-IBTS,1978,1,2,19-02-1978 09:09:00 AM,57.3333,3.1833,0.0,0.0,0.0,0
198,NS-IBTS,1978,1,2,19-02-1978 12:52:00 PM,57.6167,2.75,0.0,0.0,0.0,0
199,NS-IBTS,1978,1,2,19-02-1978 04:15:00 PM,57.7833,3.3667,0.0,0.0,0.0,0
200,NS-IBTS,1978,1,2,20-02-1978 06:25:00 AM,57.7,4.6,0.0,0.0,0.0,0
225,NS-IBTS,1978,1,2,20-02-1978 07:25:00 AM,57.25,0.5167,0.0,0.0,0.0,0
201,NS-IBTS,1978,1,2,20-02-1978 08:40:00 AM,57.6333,5.0833,0.0,0.0,0.0,0
226,NS-IBTS,1978,1,2,20-02-1978 10:30:00 AM,57.2333,1.2833,0.0,0.0,0.0,0
227,NS-IBTS,1978,1,2,20-02-1978 01:50:00 PM,56.75,1.4333,0.0,0.0,0.0,0
228,NS-IBTS,1978,1,2,20-02-1978 05:05:00 PM,56.7333,0.5333,0.0,0.0,0.0,0
229,NS-IBTS,1978,1,2,20-02-1978 08:10:00 PM,56.3167,0.4333,0.0,0.0,0.0,0
121,NS-IBTS,1978,1,2,21-02-1978 06:32:00 AM,54.8667,7.4167,0.0,0.0,0.0,0
230,NS-IBTS,1978,1,2,21-02-1978 07:25:00 AM,56.2167,1.5667,0.0,0.0,0.0,0
122,NS-IBTS,1978,1,2,21-02-1978 08:20:00 AM,54.8,7.5333,0.0,0.0,0.0,0
202,NS-IBTS,1978,1,2,21-02-1978 09:09:00 AM,53.45,3.65,0.0,0.0,0.0,0
231,NS-IBTS,1978,1,2,21-02-1978 10:30:00 AM,55.8333,1.5,0.0,0.0,0.0,0
123,NS-IBTS,1978,1,2,21-02-1978 10:37:00 AM,54.5667,7.4,0.0,0.0,0.0,0
124,NS-IBTS,1978,1,2,21-02-1978 12:35:00 PM,54.4167,7.3167,0.0,0.0,0.0,0
203,NS-IBTS,1978,1,2,21-02-1978 12:38:00 PM,53.6,3.45,0.0,0.0,0.0,0
232,NS-IBTS,1978,1,2,21-02-1978 01:35:00 PM,55.4,1.5,0.0,0.0,0.0,0
204,NS-IBTS,1978,1,2,21-02-1978 02:34:00 PM,53.5333,3.6,0.0,0.0,0.0,0
125,NS-IBTS,1978,1,2,21-02-1978 02:40:00 PM,54.2667,7.3333,0.0,0.0,0.0,0
205,NS-IBTS,1978,1,2,21-02-1978 03:39:00 PM,53.6333,3.5667,0.0,0.0,0.0,0
233,NS-IBTS,1978,1,2,21-02-1978 04:15:00 PM,55.3,0.85,0.0,0.0,0.0,0
206,NS-IBTS,1978,1,2,21-02-1978 04:48:00 PM,53.75,3.5167,0.0,0.0,0.0,0
126,NS-IBTS,1978,1,2,21-02-1978 04:50:00 PM,54.1167,7.25,0.0,0.0,0.0,0
234,NS-IBTS,1978,1,2,21-02-1978 07:55:00 PM,55.25,-0.15,0.0,0.0,0.0,0
127,NS-IBTS,1978,1,2,22-02-1978 06:18:00 AM,54.7333,5.8333,0.0,0.0,0.0,0
207,NS-IBTS,1978,1,2,22-02-1978 06:44:00 AM,53.9167,3.4,0.0,0.0,0.0,0
208,NS-IBTS,1978,1,2,22-02-1978 08:20:00 AM,53.8833,3.6667,0.0,0.0,0.0,0
128,NS-IBTS,1978,1,2,22-02-1978 08:57:00 AM,54.6,6.2,0.0,0.0,0.0,0
129,NS-IBTS,1978,1,2,22-02-1978 11:15:00 AM,54.4,6.1333,0.0,0.0,0.0,0
235,NS-IBTS,1978,1,2,22-02-1978 12:20:00 PM,52.7667,2.5333,0.0,0.0,0.0,0
130,NS-IBTS,1978,1,2,22-02-1978 01:35:00 PM,54.35,5.8167,0.0,0.0,0.0,0
131,NS-IBTS,1978,1,2,22-02-1978 03:15:00 PM,54.3333,5.6,0.0,0.0,0.0,0
236,NS-IBTS,1978,1,2,22-02-1978 03:50:00 PM,52.75,3.45,0.0,0.0,0.0,0
132,NS-IBTS,1978,1,2,22-02-1978 04:50:00 PM,54.3167,5.4833,0.0,0.0,0.0,0
237,NS-IBTS,1978,1,2,22-02-1978 06:00:00 PM,52.5833,3.5833,0.0,0.0,0.0,0
133,NS-IBTS,1978,1,2,23-02-1978 06:30:00 AM,54.6667,4.2333,0.0,0.0,0.0,0
134,NS-IBTS,1978,1,2,24-02-1978 07:12:00 AM,53.3,3.2667,0.0,0.0,0.0,0
135,NS-IBTS,1978,1,2,24-02-1978 10:20:00 AM,53.4167,2.8333,0.0,0.0,0.0,0
136,NS-IBTS,1978,1,2,24-02-1978 12:10:00 PM,53.5333,2.8667,0.0,0.0,0.0,0
137,NS-IBTS,1978,1,2,24-02-1978 02:00:00 PM,53.55,3.15,0.0,0.0,0.0,0
138,NS-IBTS,1978,1,2,24-02-1978 03:35:00 PM,53.6,3.3333,0.0,0.0,0.0,0
139,NS-IBTS,1978,1,2,24-02-1978 05:10:00 PM,53.6333,3.1667,0.0,0.0,0.0,0
140,NS-IBTS,1978,1,2,25-02-1978 07:38:00 AM,53.7833,3.3333,0.0,0.0,0.0,0
141,NS-IBTS,1978,1,2,25-02-1978 08:04:00 AM,53.9333,3.6833,0.0,0.0,0.0,0
142,NS-IBTS,1978,1,2,25-02-1978 09:40:00 AM,53.9333,3.6833,0.0,0.0,0.0,0
143,NS-IBTS,1978,1,2,25-02-1978 11:40:00 AM,54.0833,3.8,0.0,0.0,0.0,0
144,NS-IBTS,1978,1,2,25-02-1978 01:40:00 PM,54.1833,4.0667,0.0,0.0,0.0,0
145,NS-IBTS,1978,1,2,25-02-1978 03:20:00 PM,54.25,4.25,0.0,0.0,0.0,0
146,NS-IBTS,1978,1,2,25-02-1978 05:00:00 PM,54.3333,4.3833,0.0,0.0,0.0,0
147,NS-IBTS,1978,1,2,26-02-1978 06:20:00 AM,54.4167,2.8167,0.0,0.0,0.0,0
148,NS-IBTS,1978,1,2,26-02-1978 07:53:00 AM,54.5667,2.8167,0.0,0.0,0.0,0
149,NS-IBTS,1978,1,2,26-02-1978 09:44:00 AM,54.5833,3.1167,0.0,0.0,0.0,0
150,NS-IBTS,1978,1,2,27-02-1978 06:35:00 AM,57.9333,2.8333,0.0,0.0,0.0,0
151,NS-IBTS,1978,1,2,27-02-1978 08:33:00 AM,58.1167,2.8333,0.0,0.0,0.0,0
152,NS-IBTS,1978,1,2,27-02-1978 11:40:00 AM,58.1833,3.3333,0.0,0.0,0.0,0
153,NS-IBTS,1978,1,2,27-02-1978 04:15:00 PM,58.2667,4.1333,0.0,0.0,0.0,0
154,NS-IBTS,1978,1,2,28-02-1978 07:03:00 AM,59.7167,3.2,0.0,0.0,0.0,0
238,NS-IBTS,1978,1,2,28-02-1978 07:30:00 AM,54.9167,6.55,0.0,0.0,0.0,0
239,NS-IBTS,1978,1,2,28-02-1978 10:25:00 AM,54.7333,7.2667,0.0,0.0,0.0,0
155,NS-IBTS,1978,1,2,28-02-1978 10:37:00 AM,60.1333,3.2,0.0,0.0,0.0,0
240,NS-IBTS,1978,1,2,28-02-1978 12:35:00 PM,54.6,7.3,0.0,0.0,0.0,0
156,NS-IBTS,1978,1,2,28-02-1978 02:25:00 PM,60.55,3.1667,0.0,0.0,0.0,0
241,NS-IBTS,1978,1,2,28-02-1978 02:30:00 PM,54.3667,7.2333,6.0,2.0,0.004434610771077842,0
242,NS-IBTS,1978,1,2,28-02-1978 04:00:00 PM,54.25,7.2,0.0,0.0,0.0,0
53,NS-IBTS,1978,1,2,28-02-1978 04:55:00 PM,53.75,2.5,0.0,0.0,0.0,0
243,NS-IBTS,1978,1,2,01-03-1978 07:20:00 AM,54.1,7.25,0.0,0.0,0.0,0
244,NS-IBTS,1978,1,2,01-03-1978 09:25:00 AM,54.0833,6.7333,0.0,0.0,0.0,0
54,NS-IBTS,1978,1,2,01-03-1978 10:24:00 AM,53.8667,3.65,0.0,0.0,0.0,0
55,NS-IBTS,1978,1,2,01-03-1978 11:42:00 AM,53.85,3.75,0.0,0.0,0.0,0
56,NS-IBTS,1978,1,2,01-03-1978 01:11:00 PM,53.8,3.8333,0.0,0.0,0.0,0
57,NS-IBTS,1978,1,2,01-03-1978 02:20:00 PM,53.7667,3.85,0.0,0.0,0.0,0
58,NS-IBTS,1978,1,2,01-03-1978 03:36:00 PM,53.7333,3.7667,0.0,0.0,0.0,0
59,NS-IBTS,1978,1,2,01-03-1978 04:49:00 PM,53.7,3.6667,0.0,0.0,0.0,0
60,NS-IBTS,1978,1,2,01-03-1978 09:27:00 PM,53.35,3.6667,0.0,0.0,0.0,0
61,NS-IBTS,1978,1,2,02-03-1978 08:14:00 AM,54.2833,6.1667,0.0,0.0,0.0,0
245,NS-IBTS,1978,1,2,02-03-1978 08:30:00 AM,54.75,3.5167,0.0,0.0,0.0,0
246,NS-IBTS,1978,1,2,02-03-1978 10:25:00 AM,54.7333,4.2167,0.0,0.0,0.0,0
62,NS-IBTS,1978,1,2,02-03-1978 12:52:00 PM,54.2333,7.45,0.0,0.0,0.0,0
247,NS-IBTS,1978,1,2,02-03-1978 02:00:00 PM,54.65,5.3167,0.0,0.0,0.0,0
63,NS-IBTS,1978,1,2,02-03-1978 02:01:00 PM,54.3167,7.4167,0.0,0.0,0.0,0
64,NS-IBTS,1978,1,2,02-03-1978 03:14:00 PM,54.3167,7.3,0.0,0.0,0.0,0
248,NS-IBTS,1978,1,2,02-03-1978 05:10:00 PM,54.4,6.0167,21.0,2.0,0.11376056553130037,1
65,NS-IBTS,1978,1,2,03-03-1978 08:14:00 AM,54.55,7.1667,0.0,0.0,0.0,0
66,NS-IBTS,1978,1,2,03-03-1978 11:18:00 AM,54.75,7.7333,0.0,0.0,0.0,0
67,NS-IBTS,1978,1,2,03-03-1978 01:55:00 PM,54.8667,7.7833,0.0,0.0,0.0,0
68,NS-IBTS,1978,1,2,03-03-1978 04:19:00 PM,54.75,6.9167,0.0,0.0,0.0,0
69,NS-IBTS,1978,1,2,04-03-1978 08:09:00 AM,56.15,7.2333,0.0,0.0,0.0,0
70,NS-IBTS,1978,1,2,04-03-1978 09:12:00 AM,56.1333,7.3167,0.0,0.0,0.0,0
71,NS-IBTS,1978,1,2,04-03-1978 10:20:00 AM,56.1667,7.3833,0.0,0.0,0.0,0
72,NS-IBTS,1978,1,2,04-03-1978 11:30:00 AM,56.2333,7.4333,0.0,0.0,0.0,0
73,NS-IBTS,1978,1,2,04-03-1978 12:56:00 PM,56.2833,7.5,0.0,0.0,0.0,0
74,NS-IBTS,1978,1,2,04-03-1978 02:02:00 PM,56.3333,7.4833,0.0,0.0,0.0,0
75,NS-IBTS,1978,1,2,04-03-1978 09:08:00 PM,56.1833,6.4667,0.0,0.0,0.0,0
76,NS-IBTS,1978,1,2,05-03-1978 08:10:00 AM,56.3167,5.3,0.0,0.0,0.0,0
77,NS-IBTS,1978,1,2,05-03-1978 12:17:00 PM,56.3333,4.3167,0.0,0.0,0.0,0
78,NS-IBTS,1978,1,2,05-03-1978 02:34:00 PM,56.5333,4.5,0.0,0.0,0.0,0
79,NS-IBTS,1978,1,2,05-03-1978 04:56:00 PM,56.5333,5.1,0.0,0.0,0.0,0
80,NS-IBTS,1978,1,2,06-03-1978 08:12:00 AM,56.6167,6.85,0.0,0.0,0.0,0
81,NS-IBTS,1978,1,2,06-03-1978 09:24:00 AM,56.6333,6.8,0.0,0.0,0.0,0
82,NS-IBTS,1978,1,2,06-03-1978 10:35:00 AM,56.6167,6.9167,0.0,0.0,0.0,0
83,NS-IBTS,1978,1,2,06-03-1978 05:11:00 PM,57.0833,6.8833,0.0,0.0,0.0,0
84,NS-IBTS,1978,1,2,07-03-1978 08:13:00 AM,56.6167,7.8167,0.0,0.0,0.0,0
85,NS-IBTS,1978,1,2,07-03-1978 01:43:00 PM,57.4333,8.5167,0.0,0.0,0.0,0
86,NS-IBTS,1978,1,2,07-03-1978 02:46:00 PM,57.4833,8.5667,0.0,0.0,0.0,0
87,NS-IBTS,1978,1,2,07-03-1978 03:56:00 PM,57.5167,8.6,0.0,0.0,0.0,0
88,NS-IBTS,1978,1,2,07-03-1978 09:36:00 PM,57.4667,7.7667,0.0,0.0,0.0,0
89,NS-IBTS,1978,1,2,09-03-1978 08:33:00 AM,56.6,1.4833,0.0,0.0,0.0,0
90,NS-IBTS,1978,1,2,09-03-1978 11:06:00 AM,56.3833,1.6167,0.0,0.0,0.0,0
91,NS-IBTS,1978,1,2,09-03-1978 02:14:00 PM,56.3833,0.8333,0.0,0.0,0.0,0
92,NS-IBTS,1978,1,2,09-03-1978 05:44:00 PM,56.8333,0.3833,0.0,0.0,0.0,0
93,NS-IBTS,1978,1,2,10-03-1978 08:13:00 AM,55.7833,1.8,0.0,0.0,0.0,0
94,NS-IBTS,1978,1,2,10-03-1978 11:55:00 AM,55.8333,0.85,0.0,0.0,0.0,0
95,NS-IBTS,1978,1,2,10-03-1978 03:16:00 PM,55.3167,0.6,0.0,0.0,0.0,0
96,NS-IBTS,1978,1,2,11-03-1978 08:14:00 AM,55.9167,-0.4833,0.0,0.0,0.0,0
97,NS-IBTS,1978,1,2,12-03-1978 08:13:00 AM,54.8667,-0.8667,0.0,0.0,0.0,0
98,NS-IBTS,1978,1,2,12-03-1978 12:15:00 PM,54.85,0.2,0.0,0.0,0.0,0
